transaction_id,transaction_date,region,product,quantity,unit_price,revenue,cost
157,2024-08-06,North America,Mouse,2,418.1,836.2,664.71
158,2024-08-22,Europe,Mouse,6,478.04,2868.24,1710.73
159,2025-02-20,North America,Webcam,7,312.18,2185.26,1353.74
160,2024-06-27,Europe,Monitor,3,443.74,1331.22,808.08
161,2024-04-01,Asia Pacific,Keyboard,3,114.68,344.04,240.32
162,2024-11-29,Latin America,Mouse,8,316.48,2531.84,1718.87
163,2024-05-14,Asia Pacific,Monitor,10,89.72,897.2,673.98
164,2024-07-10,Europe,Mouse,7,67.9,475.3,254.87
165,2024-02-28,North America,Webcam,6,462.42,2774.52,2125.52
166,2024-08-30,Latin America,Webcam,2,121.53,243.06,179.95
167,2025-02-11,Latin America,Laptop,2,101.32,202.64,126.84
168,2024-01-15,Europe,Monitor,5,491.71,2458.55,1748.37
169,2024-11-25,Latin America,Headphones,6,59.14,354.84,181.57
170,2024-01-13,Latin America,Mouse,3,480.24,1440.72,866.24
171,2024-07-14,Asia Pacific,Keyboard,3,135.36,406.08,320.9
172,2024-04-08,Latin America,Laptop,3,301.06,903.18,714.3
173,2024-05-29,Asia Pacific,Headphones,2,105.59,211.18,129.67
174,2024-07-14,Asia Pacific,Keyboard,3,348.0,1044.0,834.44
175,2024-03-12,Latin America,Webcam,1,126.88,126.88,66.11
176,2025-02-28,North America,Mouse,8,357.08,2856.64,1594.88
177,2024-07-28,Asia Pacific,Webcam,7,414.15,2899.05,1748.16
178,2024-12-07,Europe,Laptop,3,322.23,966.69,519.53
179,2024-03-02,North America,Mouse,6,408.49,2450.94,1953.34
180,2024-06-11,Europe,Headphones,6,470.85,2825.1,2013.57
181,2025-03-07,Asia Pacific,Monitor,5,491.52,2457.6,1547.78
182,2025-02-28,North America,Laptop,9,304.17,2737.53,1434.96
183,2025-01-13,Europe,Mouse,10,305.26,3052.6,2351.05
184,2024-04-17,Europe,Monitor,5,237.16,1185.8,669.95
185,2024-05-27,North America,Headphones,10,229.71,2297.1,1303.33
186,2024-09-26,North America,Mouse,3,57.25,171.75,101.42
187,2025-03-26,Latin America,Monitor,9,139.88,1258.92,640.08
188,2024-07-21,Latin America,Monitor,8,191.47,1531.76,1222.25
189,2024-09-09,North America,Webcam,7,144.57,1011.99,743.88
190,2024-10-24,North America,Mouse,3,358.17,1074.51,677.35
191,2024-03-27,Europe,Headphones,5,175.74,878.7,541.68
192,2024-07-22,Asia Pacific,Keyboard,9,121.92,1097.28,744.96
193,2025-03-31,Europe,Webcam,2,113.06,226.12,121.25
194,2024-03-24,North America,Laptop,9,163.06,1467.54,790.78
195,2024-07-25,Asia Pacific,Laptop,7,299.45,2096.15,1110.88
196,2025-01-22,Europe,Keyboard,5,471.0,2355.0,1206.49
197,2025-02-04,Asia Pacific,Monitor,1,257.44,257.44,172.7
198,2025-02-20,Europe,Monitor,7,97.02,679.14,402.8
199,2024-10-14,Latin America,Laptop,1,109.66,109.66,63.58
200,2025-01-17,Latin America,Headphones,4,363.48,1453.92,1000.22
201,2024-02-02,Latin America,Webcam,9,408.45,3676.05,1993.72
202,2024-11-05,Latin America,Keyboard,3,370.59,1111.77,560.47
203,2025-04-28,Europe,Webcam,7,37.97,265.79,138.22
204,2024-02-02,North America,Headphones,1,441.14,441.14,326.97
205,2024-07-02,Asia Pacific,Mouse,1,356.21,356.21,277.45
206,2024-11-22,Asia Pacific,Keyboard,4,37.28,149.12,76.84
207,2025-03-08,Latin America,Webcam,2,81.12,162.24,98.4
208,2024-01-08,Asia Pacific,Keyboard,10,57.82,578.2,380.93
209,2024-07-18,Asia Pacific,Laptop,6,394.88,2369.28,1286.24
210,2024-06-05,Europe,Headphones,7,66.93,468.51,337.66
211,2024-11-02,North America,Keyboard,10,139.07,1390.7,1097.38
212,2024-12-16,North America,Keyboard,5,192.11,960.55,699.48
213,2024-12-22,North America,Mouse,5,324.22,1621.1,968.93
214,2025-03-29,Europe,Laptop,4,193.7,774.8,501.02
215,2024-02-19,Latin America,Monitor,1,339.33,339.33,231.56
216,2025-01-28,Asia Pacific,Mouse,6,455.49,2732.94,2091.91
217,2024-11-12,Latin America,Mouse,4,314.09,1256.36,904.01
218,2025-03-30,North America,Headphones,10,227.62,2276.2,1147.55
219,2024-07-30,Europe,Keyboard,4,191.5,766.0,525.47
220,2025-02-04,North America,Keyboard,1,352.75,352.75,229.4
221,2024-11-20,North America,Headphones,10,462.51,4625.1,2648.86
222,2024-06-06,North America,Headphones,2,90.82,181.64,143.61
223,2024-08-08,North America,Mouse,3,293.57,880.71,601.64
224,2025-03-27,Latin America,Monitor,10,446.5,4465.0,3106.37
225,2024-11-07,Europe,Laptop,2,60.26,120.52,77.46
226,2024-04-27,Asia Pacific,Webcam,10,419.72,4197.2,2239.64
227,2025-04-04,Latin America,Headphones,9,224.45,2020.05,1466.33
228,2024-07-26,Asia Pacific,Laptop,1,76.49,76.49,50.7
229,2025-04-24,Latin America,Monitor,7,76.62,536.34,409.05
230,2024-01-23,Asia Pacific,Laptop,3,301.25,903.75,491.16
231,2025-02-16,North America,Headphones,2,285.68,571.36,362.35
232,2024-05-13,Asia Pacific,Headphones,2,132.57,265.14,204.85
233,2024-02-08,Europe,Keyboard,3,117.09,351.27,236.29
234,2025-02-24,North America,Keyboard,7,443.13,3101.91,1912.04
235,2025-02-10,Asia Pacific,Laptop,6,124.52,747.12,396.54
236,2025-03-29,Asia Pacific,Keyboard,4,344.57,1378.28,913.22
237,2024-01-20,Latin America,Headphones,1,128.87,128.87,91.89
238,2024-09-11,Asia Pacific,Keyboard,3,422.27,1266.81,967.49
239,2024-11-29,Asia Pacific,Laptop,1,421.23,421.23,245.65
240,2024-06-15,North America,Mouse,4,360.33,1441.32,735.53
241,2025-02-18,Europe,Mouse,6,142.93,857.58,553.84
242,2025-01-14,Europe,Keyboard,7,348.31,2438.17,1642.46
243,2025-03-16,Asia Pacific,Keyboard,5,116.91,584.55,377.23
244,2025-04-09,Europe,Keyboard,6,372.15,2232.9,1709.71
245,2025-04-14,North America,Headphones,9,65.94,593.46,367.54
246,2024-08-06,Europe,Headphones,4,104.93,419.72,226.41
247,2024-04-22,North America,Keyboard,3,252.98,758.94,596.99
248,2024-08-02,Europe,Laptop,5,205.87,1029.35,609.83
249,2025-05-06,Europe,Mouse,5,318.5,1592.5,1230.17
250,2024-03-16,North America,Keyboard,10,267.61,2676.1,1345.8
251,2024-01-08,Europe,Headphones,4,391.52,1566.08,914.16
252,2025-01-13,North America,Laptop,1,472.08,472.08,311.39
253,2024-10-08,Asia Pacific,Keyboard,7,466.76,3267.32,2471.44
254,2025-02-13,Europe,Headphones,2,376.72,753.44,519.35
255,2025-03-22,North America,Webcam,2,62.91,125.82,76.04
256,2024-07-30,Latin America,Webcam,1,464.47,464.47,366.4
257,2024-08-11,Latin America,Headphones,1,207.18,207.18,154.26
258,2024-04-30,Asia Pacific,Webcam,6,209.1,1254.6,852.15
259,2025-05-14,Europe,Laptop,6,274.97,1649.82,828.26
260,2024-10-24,Asia Pacific,Monitor,9,300.21,2701.89,1734.24
261,2024-09-07,Europe,Monitor,10,327.69,3276.9,1698.57
262,2024-06-29,Asia Pacific,Monitor,3,371.7,1115.1,817.04
263,2024-02-09,North America,Webcam,7,125.78,880.46,607.39
264,2024-02-17,Latin America,Monitor,9,226.0,2034.0,1218.63
265,2024-12-20,Latin America,Webcam,2,465.24,930.48,620.46
266,2024-12-21,Europe,Monitor,4,99.97,399.88,236.9
267,2024-03-29,North America,Keyboard,4,166.17,664.68,496.66
268,2024-05-05,Latin America,Headphones,10,476.76,4767.6,3753.72
269,2024-07-28,North America,Headphones,6,488.91,2933.46,2170.05
270,2024-12-03,Asia Pacific,Monitor,8,382.27,3058.16,1607.83
271,2024-09-25,Latin America,Webcam,3,362.57,1087.71,838.73
272,2024-02-26,Latin America,Keyboard,6,320.32,1921.92,1214.26
273,2024-06-12,Europe,Keyboard,4,339.47,1357.88,936.99
274,2024-06-21,Latin America,Webcam,4,324.76,1299.04,724.31
275,2025-01-01,Latin America,Keyboard,7,369.77,2588.39,1399.2
276,2024-04-27,Europe,Mouse,4,119.85,479.4,256.91
277,2024-09-13,Asia Pacific,Webcam,4,412.09,1648.36,997.14
278,2024-07-05,Latin America,Webcam,3,78.03,234.09,173.75
279,2025-03-29,Asia Pacific,Mouse,8,448.69,3589.52,2721.15
280,2024-07-18,Asia Pacific,Mouse,2,51.76,103.52,74.02
281,2024-08-07,Latin America,Mouse,3,139.3,417.9,305.36
282,2025-04-28,Latin America,Keyboard,3,323.75,971.25,536.26
283,2024-05-07,Europe,Keyboard,9,240.59,2165.31,1622.76
284,2025-03-07,Asia Pacific,Webcam,7,376.42,2634.94,1746.97
285,2024-08-19,North America,Webcam,4,413.42,1653.68,1091.06
286,2024-03-03,Latin America,Headphones,1,278.83,278.83,142.82
287,2024-01-01,North America,Keyboard,7,85.85,600.95,455.96
288,2024-06-01,North America,Mouse,1,113.53,113.53,66.48
289,2024-04-09,Latin America,Webcam,4,254.58,1018.32,540.25
290,2024-10-02,North America,Monitor,4,74.07,296.28,236.73
291,2025-01-10,North America,Headphones,2,162.29,324.58,196.12
292,2024-08-31,North America,Headphones,7,397.44,2782.08,1735.49
293,2024-07-02,North America,Webcam,2,152.36,304.72,212.75
294,2024-05-23,North America,Keyboard,6,499.68,2998.08,1502.41
295,2024-03-01,Latin America,Laptop,5,353.85,1769.25,1204.22
296,2024-08-04,Latin America,Monitor,5,242.81,1214.05,801.92
297,2024-09-27,North America,Headphones,8,387.28,3098.24,1720.75
298,2024-09-24,Latin America,Monitor,7,440.49,3083.43,2426.23
299,2024-09-27,Asia Pacific,Headphones,6,299.62,1797.72,1312.01
300,2025-04-13,Latin America,Mouse,4,421.0,1684.0,1135.55
301,2024-01-13,North America,Monitor,4,497.38,1989.52,1450.99
302,2024-04-02,Europe,Laptop,4,198.32,793.28,526.46
303,2025-02-03,Latin America,Keyboard,1,281.8,281.8,188.45
304,2024-09-18,North America,Headphones,9,480.53,4324.77,3417.31
305,2025-01-15,Europe,Laptop,7,257.72,1804.04,1291.67
306,2024-05-19,Europe,Keyboard,10,365.05,3650.5,1895.88
307,2024-11-19,North America,Laptop,10,459.36,4593.6,3142.47
308,2024-02-25,North America,Mouse,1,458.41,458.41,265.98
309,2024-08-26,North America,Headphones,9,367.95,3311.55,2500.47
310,2024-07-24,Latin America,Webcam,6,307.32,1843.92,929.82
311,2025-02-23,Asia Pacific,Laptop,8,123.15,985.2,607.69
312,2024-05-17,Asia Pacific,Laptop,7,449.34,3145.38,1652.56
313,2024-11-09,North America,Laptop,1,92.74,92.74,47.87
314,2024-04-28,Europe,Headphones,10,291.48,2914.8,2268.75
315,2024-04-19,Asia Pacific,Keyboard,7,36.7,256.9,189.51
316,2025-03-19,Europe,Laptop,2,462.14,924.28,630.06
317,2024-03-14,Asia Pacific,Mouse,8,384.62,3076.96,1876.51
318,2025-03-01,Asia Pacific,Mouse,8,383.93,3071.44,2084.25
319,2025-02-22,North America,Mouse,7,124.34,870.38,492.36
320,2024-03-24,Europe,Keyboard,9,84.1,756.9,474.95
321,2024-11-21,North America,Headphones,9,456.1,4104.9,2084.2
322,2024-01-01,North America,Webcam,1,240.64,240.64,191.05
323,2024-02-17,Europe,Laptop,5,241.18,1205.9,805.48
324,2024-02-24,Asia Pacific,Laptop,2,60.5,121.0,71.93
325,2024-05-05,Asia Pacific,Keyboard,2,284.66,569.32,379.95
326,2024-07-03,Latin America,Keyboard,1,337.79,337.79,182.59
327,2024-03-31,Latin America,Laptop,6,36.78,220.68,145.98
328,2025-01-27,Latin America,Headphones,4,475.72,1902.88,1321.62
329,2025-02-15,Europe,Laptop,8,72.23,577.84,303.85
330,2025-02-23,Europe,Headphones,7,422.1,2954.7,1570.01
331,2024-06-18,Latin America,Keyboard,9,448.7,4038.3,2759.66
332,2024-05-05,North America,Monitor,4,212.2,848.8,460.78
333,2024-01-03,North America,Webcam,3,268.63,805.89,624.69
334,2024-01-16,North America,Mouse,4,63.89,255.56,194.89
335,2024-12-10,Europe,Mouse,10,30.06,300.6,192.43
336,2024-02-25,North America,Laptop,6,184.86,1109.16,777.7
337,2025-05-13,North America,Headphones,10,158.21,1582.1,1097.75
338,2025-03-18,Europe,Mouse,4,31.65,126.6,96.95
339,2025-02-10,Asia Pacific,Mouse,5,211.3,1056.5,668.16
340,2025-03-07,North America,Keyboard,7,277.41,1941.87,1545.62
341,2024-12-13,North America,Monitor,4,294.3,1177.2,856.46
342,2024-11-27,Latin America,Mouse,3,87.26,261.78,193.32
343,2024-09-19,Asia Pacific,Webcam,7,368.34,2578.38,1965.57
344,2024-06-21,Europe,Headphones,2,161.36,322.72,245.35
345,2024-01-30,Asia Pacific,Headphones,1,147.96,147.96,112.47
346,2025-05-08,Europe,Mouse,6,251.11,1506.66,842.0
347,2024-07-31,Asia Pacific,Mouse,1,356.4,356.4,195.88
348,2024-11-15,Europe,Mouse,7,369.65,2587.55,1352.8
349,2025-04-01,Asia Pacific,Webcam,7,184.59,1292.13,830.35
350,2024-03-04,Latin America,Mouse,5,264.16,1320.8,788.2
351,2024-12-07,Asia Pacific,Laptop,10,367.03,3670.3,2123.54
352,2024-07-05,Europe,Mouse,8,86.19,689.52,381.57
353,2025-03-13,North America,Webcam,9,63.81,574.29,425.95
354,2024-09-04,Asia Pacific,Headphones,5,306.16,1530.8,995.18
355,2024-07-16,Asia Pacific,Headphones,9,430.81,3877.29,2335.06
356,2025-02-10,North America,Webcam,6,347.67,2086.02,1602.58
357,2024-06-30,Europe,Webcam,8,69.8,558.4,296.57
358,2024-05-26,Latin America,Mouse,1,150.18,150.18,111.53
359,2025-03-14,Europe,Monitor,9,229.5,2065.5,1324.12
360,2024-01-07,Europe,Mouse,9,100.64,905.76,621.42
361,2024-09-14,Asia Pacific,Webcam,3,201.32,603.96,406.56
362,2025-03-30,North America,Monitor,5,101.58,507.9,295.25
363,2024-11-25,Latin America,Webcam,6,34.73,208.38,125.26
364,2024-11-19,North America,Keyboard,8,486.25,3890.0,2203.5
365,2024-02-05,Europe,Monitor,10,479.74,4797.4,2891.7
366,2024-10-17,Asia Pacific,Laptop,6,460.1,2760.6,1688.94
367,2025-05-01,Europe,Monitor,9,359.08,3231.72,2407.03
368,2024-11-23,Latin America,Keyboard,9,189.72,1707.48,1042.2
369,2024-09-22,Asia Pacific,Mouse,3,219.42,658.26,440.66
370,2025-04-01,Asia Pacific,Webcam,9,168.07,1512.63,947.75
371,2024-05-20,Asia Pacific,Laptop,6,108.79,652.74,374.21
372,2025-03-30,North America,Monitor,6,87.8,526.8,409.01
373,2025-02-14,Asia Pacific,Headphones,9,112.21,1009.89,607.23
374,2024-12-10,Latin America,Webcam,2,340.92,681.84,501.46
375,2024-01-08,Europe,Monitor,3,251.4,754.2,472.63
376,2025-01-26,Asia Pacific,Headphones,1,461.34,461.34,255.99
377,2024-06-07,Europe,Monitor,9,281.03,2529.27,1874.43
378,2024-01-30,Asia Pacific,Headphones,9,375.4,3378.6,2607.03
379,2024-03-11,Latin America,Webcam,3,347.27,1041.81,545.74
380,2024-05-04,North America,Laptop,1,60.62,60.62,38.25
381,2024-04-11,North America,Headphones,10,465.25,4652.5,3655.01
382,2024-02-15,North America,Headphones,6,94.02,564.12,437.15
383,2024-10-22,Latin America,Laptop,8,168.81,1350.48,934.96
384,2024-04-08,Latin America,Headphones,1,67.03,67.03,42.82
385,2024-07-28,Latin America,Keyboard,1,103.71,103.71,64.3
386,2025-05-14,Asia Pacific,Webcam,5,458.06,2290.3,1342.17
387,2025-02-28,Europe,Webcam,2,215.1,430.2,301.83
388,2024-05-21,Asia Pacific,Webcam,8,279.82,2238.56,1244.65
389,2024-01-09,Asia Pacific,Keyboard,9,296.36,2667.24,1718.41
390,2024-05-14,Europe,Keyboard,5,213.57,1067.85,544.09
391,2024-02-18,Europe,Laptop,3,148.21,444.63,314.36
392,2024-11-11,North America,Laptop,4,102.36,409.44,322.14
393,2024-08-21,Asia Pacific,Headphones,5,41.64,208.2,154.54
394,2024-02-12,Latin America,Laptop,3,68.79,206.37,154.78
395,2024-01-11,Latin America,Laptop,9,342.02,3078.18,1980.52
396,2024-07-11,North America,Mouse,10,266.5,2665.0,1354.58
397,2024-12-20,Latin America,Keyboard,3,256.17,768.51,476.28
398,2024-12-08,North America,Laptop,2,232.5,465.0,297.41
399,2024-10-16,Europe,Keyboard,7,151.61,1061.27,833.14
400,2025-04-06,North America,Headphones,3,78.63,235.89,137.89
401,2025-02-12,Europe,Laptop,1,91.73,91.73,72.15
402,2024-12-12,Asia Pacific,Webcam,7,121.41,849.87,556.38
403,2024-10-15,Europe,Headphones,5,480.8,2404.0,1803.73
404,2025-02-04,Latin America,Mouse,1,57.56,57.56,44.27
405,2024-01-05,Europe,Webcam,7,358.49,2509.43,1384.1
406,2024-11-01,North America,Laptop,8,483.52,3868.16,2112.42
407,2024-12-26,Europe,Headphones,9,149.64,1346.76,1036.46
408,2024-08-09,Europe,Laptop,4,427.52,1710.08,1087.29
409,2025-02-25,Asia Pacific,Webcam,1,64.05,64.05,49.84
